dealer_name,filename2,filename,shape,Part number,Part description,Part category,Status,Quality,On stock,Price ex tax,Packaged quantity,Max order quantity
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353EPN,"Front Camera 32MP + TOF 3D, Huawei Mate 30 Pro",Camera,"Leverbaar, alleen uit voorraad",Original,2,28.86,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353FFY,"Rear Cover - Silver, Huawei Mate 30 Pro",Housing,"Leverbaar, alleen uit voorraad",Original,1,58.66,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353FPX,"LCD Touchscreen incl. Battery - Black, Huawei P30 Lite New Edition (2020 MAR-LX1B) (48MP Rearcamera)_x000D_
",Display,"Leverbaar, alleen uit voorraad",Original,19,32.08,1,5
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353FQB,"LCD touchscreen incl. Battery - White, Huawei P30 Lite New Edition (MAR-LX1B 2020) (48MP Rearcamera)_x000D_
",Display,"Leverbaar, alleen uit voorraad",Original,1,35.3,1,1
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353FQE,"LCD Touchscreen incl. Battery - Blue, Huawei P30 Lite New Edition (2020 MAR-LX1B) (48MP Rearcamera)_x000D_
",Display,"Leverbaar, alleen uit voorraad",Original,25+,29.24,1,5
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353FQK,"LCD touchscreen incl. Battery - Breathing Crystal, Huawei P30 Lite New Edition (MAR-LX1B 2020)_x000D_
(48MP Rearcamera)",Display,"Leverbaar, alleen uit voorraad",Original,8,32.24,1,2
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353HRD,"LCD Touchscreen - Breathing Crystal, Huawei P Smart Pro (2019)",Display,"Leverbaar, alleen uit voorraad",Original,1,90.73,1,1
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353HWT,"Rear Cover -  Midnight Black, Huawei P Smart Pro (2019)",Housing,"Leverbaar, alleen uit voorraad",Original,1,35.7,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353KFU,"LCD touchscreen incl. Battery - Black, Huawei P40 Lite",Display,"Leverbaar, alleen uit voorraad",Original,25+,44.92,1,10
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353KFV,"LCD touchscreen incl. Battery - Pink, Huawei P40 Lite",Display,"Leverbaar, alleen uit voorraad",Original,5,31.1,1,1
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353KGA,"LCD touchscreen incl. Battery - Green, Huawei P40 Lite",Display,"Leverbaar, alleen uit voorraad",Original,15,48.93,1,5
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353LJD,"Daughterboard, Huawei P40 Lite E",USB connector,"Leverbaar, alleen uit voorraad",Original,2,5.64,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353LJE,"Rearcover - Black, Huawei P40 Lite E",Housing,"Leverbaar, alleen uit voorraad",Original,2,5.18,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353MBJ,"Rear cover - Black, Huawei P40",Housing,"Leverbaar, alleen uit voorraad",Original,1,33.4,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353MEL,"Rear cover - Black, Huawei P40 Pro",Housing,"Leverbaar, alleen uit voorraad",Original,11,30.18,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353MER,"Wireless Charging Antenna, Huawei P40 Pro",Camera,"Leverbaar, alleen uit voorraad",Original,2,2.4,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353MEY,"Rear Camera Module 50MP + 40MP + 12MP, Huawei P40 Pro",Camera,"Leverbaar, alleen uit voorraad",Original,3,137.94,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353MFA,"LCD touchscreen incl. Battery - Black, Huawei P40",Display,"Leverbaar, alleen uit voorraad",Original,25+,101.59,1,10
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353MFV,"LCD touchscreen incl. Battery - Gold, Huawei P40",Display,"Leverbaar, alleen uit voorraad",Original,2,120.52,1,1
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353MFW,"LCD touchscreen incl. Battery - White, Huawei P40",Display,"Leverbaar, alleen uit voorraad",Original,3,89.96,1,1
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353MGC,"Rearcover - Blue, Huawei P40",Housing,"Leverbaar, alleen uit voorraad",Original,2,32.24,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353MGD,"Rear cover - Gold, Huawei P40  ",Housing,"Leverbaar, alleen uit voorraad",Original,1,14.27,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353MGF,"Rear cover - White, Huawei P40",Housing,"Leverbaar, alleen uit voorraad",Original,2,31.47,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353MNA,"Rear cover - White, Huawei P40 Pro  ",Housing,"Leverbaar, alleen uit voorraad",Original,15,30.42,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353MNB,"Rear cover - Gold, Huawei P40 Pro  ",Housing,"Leverbaar, alleen uit voorraad",Original,4,42.38,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353MVF,"Rear cover - Green, Huawei P40 Lite",Housing,"Leverbaar, alleen uit voorraad",Original,1,9.0,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353PJK,"LCD touchscreen incl. Battery - White, Huawei P40 Pro",Display,"Leverbaar, alleen uit voorraad",Original,1,225.52,1,1
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353PJL,"LCD touchscreen incl. Battery - Gold, Huawei P40 Pro",Display,"Leverbaar, alleen uit voorraad",Original,2,232.65,1,1
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353PNT,"LCD Touchscreen incl. Battery - Black, Huawei P Smart S (Y8P)",Display,"Leverbaar, alleen uit voorraad",Original,9,55.27,1,2
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353PNU,"LCD Touchscreen incl. Battery - Crystal, Huawei P Smart S (Y8P)",Display,"Leverbaar, alleen uit voorraad",Original,9,55.27,1,2
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353PPH,"Rearcover - Black, Huawei P Smart S (Y8P)",Housing,"Leverbaar, alleen uit voorraad",Original,4,6.73,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353PPJ,"Rearcover - Crystal, Huawei P Smart S (Y8P)",Housing,"Leverbaar, alleen uit voorraad",Original,2,6.97,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353RUY,"Daughterboard, Huawei P40 Lite 5G",USB connector,"Leverbaar, alleen uit voorraad",Original,1,6.35,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353SBF,"Rearcover - Silver, Huawei P30 Pro (New Edition)",Housing,"Leverbaar, alleen uit voorraad",Original,5,10.19,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353SNH,"Antenna Subboard, Huawei P40 Lite 5G",Antenna,"Leverbaar, alleen uit voorraad",Original,2,17.56,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353SUN,"LCD touchscreen incl. Battery - Black, Huawei P40 Lite 5G",Display,"Leverbaar, alleen uit voorraad",Original,13,50.37,1,5
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353SUP,"LCD touchscreen incl. Battery - Green, Huawei P40 Lite 5G",Display,"Leverbaar, alleen uit voorraad",Original,14,47.95,1,5
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353SUQ,"LCD touchscreen incl. Battery - Silver, Huawei P40 Lite 5G",Display,"Leverbaar, alleen uit voorraad",Original,3,48.48,1,1
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353SUU,"Battery, Huawei P40 Lite 5G",Battery,"Leverbaar, alleen uit voorraad",Original,2,8.89,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353XXA,"Battery, Huawei Mate 40 Pro",Battery,"Leverbaar, alleen uit voorraad",Original,1,13.37,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353XYE,"Backcover - Black, Huawei Mate 40 Pro",Housing,"Leverbaar, alleen uit voorraad",Original,10,35.95,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353XYF,"Backcover - Silver, Huawei Mate 40 Pro",Housing,"Leverbaar, alleen uit voorraad",Original,2,17.6,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353YMT,"LCD Touchscreen incl. Battery - Black, Huawei Mate 40 Pro_x000D_
",Display,"Leverbaar, alleen uit voorraad",Original,25+,176.02,1,5
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02353YXC,"LCD Touchscreen incl. Battery - Silver, Huawei Mate 40 Pro_x000D_
",Display,"Leverbaar, alleen uit voorraad",Original,9,173.08,1,2
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02354ADC,"LCD Touchscreen incl. Battery - Black, Huawei P Smart 2021",Display,"Leverbaar, alleen uit voorraad",Original,3,82.57,1,1
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02354ADE,"Main Flex, Huawei P Smart 2021",Cable,"Leverbaar, alleen uit voorraad",Original,1,3.15,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02354ADF,"Daugherboard, Huawei P Smart 2021",USB connector,"Leverbaar, alleen uit voorraad",Original,15,5.01,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02354ADH,"Rear Camera 48MP, Huawei P Smart 2021",Camera,"Leverbaar, alleen uit voorraad",Original,5,4.69,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02354ADJ,"Rear Camera 8MP, Huawei P Smart 2021",Camera,"Leverbaar, alleen uit voorraad",Original,2,5.64,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02354HFK,"LCD Touchscreen incl. Battery - Black, Huawei P50 Pro_x000D_
",Display,"Leverbaar, alleen uit voorraad",Original,25+,179.37,1,5
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02354HJD,"LCD Touchscreen incl. Battery - White, Huawei P50 Pro",Display,"Leverbaar, alleen uit voorraad",Original,16,179.37,1,5
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02354HLT,"LCD Touchscreen incl. Battery - Black, Huawei P30 (2019)",Display,"Leverbaar, alleen uit voorraad",Original,6,52.2,1,2
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",02354HRH,"LCD Touchscreen incl. Battery - Aurora, Huawei P30 (2019)_x000D_
",Display,"Leverbaar, alleen uit voorraad",Original,25+,91.38,1,5
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",03024RPP,"Dock Connector, Huawei P20 ",Connector,"Leverbaar, alleen uit voorraad",Original,17,4.77,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",03024UWS,Connector USB - Huawei P20 Pro,Connector,"Leverbaar, alleen uit voorraad",Original,25+,4.51,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",03025FLA,"USB-C Connector, Huawei Mate 20 Pro ",Connector,"Leverbaar, alleen uit voorraad",Original,6,5.78,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",03025QBW,"Main Flex, Huawei P30 Lite",Cable,"Leverbaar, alleen uit voorraad",Original,7,2.62,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",03026CSG,"Charging Connector Flex, Huawei Mate 30 Pro",Cable,"Leverbaar, alleen uit voorraad",Original,2,2.64,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",03026EFP,"Mainflex, Huawei Honor 20 Pro",Flex Cable,"Leverbaar, alleen uit voorraad",Original,2,0.93,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",03027BDB,"Main Flex, Huawei P40 Pro",Cable,"Leverbaar, alleen uit voorraad",Original,5,0.93,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",03027BDC,"Charging Connector Flex, Huawei P40 Pro",Cable,"Leverbaar, alleen uit voorraad",Original,10,2.36,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",03027VQT,"USB-C Port, Huawei Mate 40 Pro",USB connector,"Leverbaar, alleen uit voorraad",Original,2,2.61,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",14242067,"Coax Connector, Huawei P40 Lite 5G",Connector COAX,"Leverbaar, alleen uit voorraad",Original,2,0.93,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",22020308,"Loudspeaker, Huawei Honor 10",Audio/speaker,"Leverbaar, alleen uit voorraad",Original,2,1.77,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",22020400,"Loudspeaker module, Huawei P40",Audio/speaker,"Leverbaar, alleen uit voorraad",Original,2,2.67,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",22020413,"Speaker, Huawei P40 Lite 5G",Audio/speaker,"Leverbaar, alleen uit voorraad",Original,1,3.71,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060228,"Rear Camera, Huawei P10 Plus ",Camera,"Leverbaar, alleen uit voorraad",Original,2,28.4,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060229,"Front Camera 8M, Huawei P10",Camera,"Leverbaar, alleen uit voorraad",Original,3,1.47,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060281,"Rear Camera, Huawei P20 Lite",Camera,"Leverbaar, alleen uit voorraad",Original,1,26.18,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060287,"Rear Camera, Huawei P20",Camera,"Leverbaar, alleen uit voorraad",Original,6,12.21,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060293,"Front Camera 24MP, Huawei P20",Camera,"Leverbaar, alleen uit voorraad",Original,10,4.34,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060295,"Rear Camera, Huawei P20 Pro",Camera,"Leverbaar, alleen uit voorraad",Original,4,25.8,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060315,"Rear Camera, Huawei P Smart",Camera,"Leverbaar, alleen uit voorraad",Original,3,3.77,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060341,"Frontcamera 32MP, Huawei P30 Pro",Camera,"Leverbaar, alleen uit voorraad",Original,5,12.04,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060349,"Rear Camera, Huawei P30",Camera,"Leverbaar, alleen uit voorraad",Original,1,19.56,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060351,"Rear Camera, Huawei P30 Pro",Camera,"Leverbaar, alleen uit voorraad",Original,6,17.28,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060383,"Front Camera 8MP, Huawei P Smart 2019",Camera,"Leverbaar, alleen uit voorraad",Original,1,16.12,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060387,"Rear Camera 8MP, Huawei P30 Lite ",Camera,"Leverbaar, alleen uit voorraad",Original,2,5.58,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060388,"Rear Camera 16MP, Huawei P Smart Pro (2019)",Camera,"Leverbaar, alleen uit voorraad",Original,1,31.8,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060393,"Rearcamera - 48M, Huawei Honor 20 Pro",Camera module,"Leverbaar, alleen uit voorraad",Original,2,64.28,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060414,"Front Camera 16MP, Huawei P40 Lite",Camera,"Leverbaar, alleen uit voorraad",Original,9,3.03,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060417,"Rearcamera - 48MP, Huawei Honor 20",Camera module,"Leverbaar, alleen uit voorraad",Original,2,28.91,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060430,"Frontcamera Module 16MP, Huawei P Smart S (Y8P)",Camera,"Leverbaar, alleen uit voorraad",Original,2,3.31,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060471,"Rear Camera 8MP, Huawei P30 Lite New Edition",Camera,"Leverbaar, alleen uit voorraad",Original,1,8.36,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060483,"Rear Camera 48MP, Huawei P40 Lite / P40 Lite E",Camera,"Leverbaar, alleen uit voorraad",Original,3,15.9,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060496,"Rear Main Camera Module 64MP, Huawei P40 Lite 5G",Camera,"Leverbaar, alleen uit voorraad",Original,2,11.55,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060585,"Rear Camera Module 2MP ( Depth), Huawei P40 Lite 5G",Camera,"Leverbaar, alleen uit voorraad",Original,1,2.39,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060586,"Rear camera Module 8MP, Huawei P Smart Z",Camera,"Leverbaar, alleen uit voorraad",Original,2,11.4,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23060658,"Front Camera 16 MP, Huawei P40 Lite 5G",Camera,"Leverbaar, alleen uit voorraad",Original,1,3.21,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23160002,"Front Camera Module 32MP + 1,9MP, Huawei P40 Pro",Camera,"Leverbaar, alleen uit voorraad",Original,1,21.52,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23160006,"Rear Camera 8MP, Huawei P40 Pro",Camera,"Leverbaar, alleen uit voorraad",Original,1,56.87,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23160015,"Multicamera Module, Huawei Mate 40 Pro",Camera module,"Leverbaar, alleen uit voorraad",Original,2,99.91,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",23160023,"Periscope Compact Camera Module, Huawei Mate 40 Pro",Camera module,"Leverbaar, alleen uit voorraad",Original,2,43.03,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",24022182,"Battery, Huawei P10",Battery,"Leverbaar, alleen uit voorraad",Original,25+,7.52,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",24022573,Battery - Huawei P20,Battery,"Leverbaar, alleen uit voorraad",Original,25+,9.65,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",24022598,"Battery, Huawei Mate 10 Lite",Battery,"Leverbaar, alleen uit voorraad",Original,3,12.07,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",24022698,"Battery, Huawei P Smart Plus",Battery,"Leverbaar, alleen uit voorraad",Original,1,7.79,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",24022785,"Battery, Huawei Mate 20",Battery,"Leverbaar, alleen uit voorraad",Original,25+,7.75,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",24022804,"Battery, Huawei P30",Battery,"Leverbaar, alleen uit voorraad",Original,25+,7.89,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",24022915,"Battery, Huawei P Smart Pro (2019)",Battery,"Leverbaar, alleen uit voorraad",Original,10,10.66,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",24022946,"Battery, Huawei P30 Pro",Battery,"Leverbaar, alleen uit voorraad",Original,25+,9.5,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",24022957,"Battery, Huawei Mate 30 Pro",Battery,"Leverbaar, alleen uit voorraad",Original,2,17.85,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",24023071,"Battery, Huawei P40",Battery,"Leverbaar, alleen uit voorraad",Original,15,3.63,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",24023214,"Battery, Huawei P Smart S (Y8P)",Battery,"Leverbaar, alleen uit voorraad",Original,1,9.17,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51630BRL,"Rearcover adhesive, Huawei P40",Housing,"Leverbaar, alleen uit voorraad",Original,3,2.19,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51630CCJ,"Rearcover Adhesive, Huawei P40 Lite 5G",Tapes,"Leverbaar, alleen uit voorraad",Original,2,2.31,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51637424,"Rear Cover Adhesive, Huawei P10 Lite",Tapes,"Leverbaar, alleen uit voorraad",Original,5,1.18,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51638057,"Adhesive rear cover, Huawei P20 Lite",Tapes,"Leverbaar, alleen uit voorraad",Original,10,1.32,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51638235,"Rear Cover Adhesive, Huawei P20 ",Tapes,"Leverbaar, alleen uit voorraad",Original,11,1.18,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51638258,"Frame Adhesive, Huawei P20 ",Tapes,"Leverbaar, alleen uit voorraad",Original,25,1.02,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51638419,"Rear Cover Adhesive, Huawei P20 Pro ",Tapes,"Leverbaar, alleen uit voorraad",Original,25+,1.6,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51638672,"Rear Cover Adhesive, Huawei Mate 20 Lite",Tapes,"Leverbaar, alleen uit voorraad",Original,5,2.59,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51638855,"Rear Cover Adhesive, Huawei Mate 20",Tapes,"Leverbaar, alleen uit voorraad",Original,3,2.79,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51638939,"Rear Cover Adhesive, Huawei Mate 20 Pro ",Tapes,"Leverbaar, alleen uit voorraad",Original,16,1.88,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51639163,"Rear Cover Adhesive, Huawei P30 ",Tapes,"Leverbaar, alleen uit voorraad",Original,25+,3.07,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51639278,"Battery Adhesive, Huawei P Smart 2019",Tapes,"Leverbaar, alleen uit voorraad",Original,25+,0.23,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51639348,"Rear Cover Adhesive, Huawei P30 Pro",Tapes,"Leverbaar, alleen uit voorraad",Original,25+,3.15,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51639497,"Rear Cover Adhesive, Huawei P30 Lite",Tapes,"Leverbaar, alleen uit voorraad",Original,8,2.59,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51639974,"Backcover Adhesive, Huawei Honor 20 Pro",Housing,"Leverbaar, alleen uit voorraad",Original,13,0.69,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51661HYU,"Simtray - Phantom Green, Huawei Honor 10",Reader/Tray,"Leverbaar, alleen uit voorraad",Original,3,0.63,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51661HYV,"Simtray - Phantom Blue, Huawei Honor 10",Reader/Tray,"Leverbaar, alleen uit voorraad",Original,2,0.48,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51661HYW,"Simtray - Midnight Black, Huawei Honor 10",Reader/Tray,"Leverbaar, alleen uit voorraad",Original,7,0.63,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51661HYX,"Simtray - Glacier Grey, Huawei Honor 10",Reader/Tray,"Leverbaar, alleen uit voorraad",Original,2,1.3,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51661PRW,"Simtray - Green, Huawei P Smart S (Y8P)",Reader/Tray,"Leverbaar, alleen uit voorraad",Original,1,0.93,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51661PRX,"Simtray - Crystal, Huawei P Smart S (Y8P)",Reader/Tray,"Leverbaar, alleen uit voorraad",Original,1,0.93,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51661QTP,"Simtray - White, Huawei P40",Reader/Tray,"Leverbaar, alleen uit voorraad",Original,3,1.06,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51661QTR,"Simtray - Black, Huawei P40",Reader/Tray,"Leverbaar, alleen uit voorraad",Original,7,0.26,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51661RJA,"Power Button - Black, Huawei P40",Button/Key,"Leverbaar, alleen uit voorraad",Original,2,0.93,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51661RJC,"Power Button - White, Huawei P40",Button/Key,"Leverbaar, alleen uit voorraad",Original,2,0.46,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51661RJE,"Volume Button - Black, Huawei P40",Button/Key,"Leverbaar, alleen uit voorraad",Original,2,0.93,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51661RJG,"Volume Button - White, Huawei P40",Button/Key,"Leverbaar, alleen uit voorraad",Original,2,0.46,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51661SLW,"Simtray - Black, Huawei Mate 40 Pro",Module SD SIM,"Leverbaar, alleen uit voorraad",Original,5,1.55,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",51661SLX,"Simtray - Silver, Huawei Mate 40 Pro",Module SD SIM,"Leverbaar, alleen uit voorraad",Original,5,1.44,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",97070TXT,"Rear Cover - Black, Huawei Y6 2018",Housing,"Leverbaar, alleen uit voorraad",Original,4,2.68,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",97071ADJ,"Sim Tray - Gold, Huawei P Smart 2021",Reader/Tray,"Leverbaar, alleen uit voorraad",Original,2,0.93,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",97071ADK,"Sim Tray - Green, Huawei P Smart 2021",Reader/Tray,"Leverbaar, alleen uit voorraad",Original,4,0.23,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",97071ADN,"Middle Frame - Gold, Huawei P Smart 2021",Housing,"Leverbaar, alleen uit voorraad",Original,1,35.64,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",97071ADP,"Middle Frame - Green, Huawei P Smart 2021",Housing,"Leverbaar, alleen uit voorraad",Original,2,6.35,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",97071ADQ,"Middle Frame - Black, Huawei P Smart 2021",Housing,"Leverbaar, alleen uit voorraad",Original,2,6.73,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",97071ADU,"Rear Cover Adhesive, Huawei P Smart 2021",Tapes,"Leverbaar, alleen uit voorraad",Original,2,1.18,1,0
2S,2S_huawei.csv,2S_huawei.xlsx,"(303, 9)",97071ADW,"Rear Cover - Gold, Huawei P Smart 2021",Housing,"Leverbaar, alleen uit voorraad",Original,3,12.21,1,0
